LOAN_ID,ACCOUNT_ID,`DATE`,AMOUNT,DURATION,PAYMENTS,STATUS
7279,11244,2024-11-14,155760,24,6490,Running contract
6544,7594,2024-11-20,130464,48,2718,Running contract
5933,4631,2024-11-26,87528,24,3647,Running contract
6574,7745,2024-12-02,77544,36,2154,Running contract
6399,6902,2024-12-08,49320,36,1370,Running contract
7187,10711,2024-12-14,24180,60,403,Running contract
6353,6686,2024-12-20,116496,24,4854,Running contract
5043,339,2024-12-26,468060,60,7801,Running contract
5469,2445,2025-01-01,293160,60,4886,Running contract
5976,4794,2025-01-07,465504,48,9698,Client `in` debt
6059,5196,2025-01-13,79824,12,6652,Contract Finished
5799,4052,2025-01-19,106128,36,2948,Running contract
6147,5602,2025-01-25,177504,48,3698,Running contract
6254,6157,2025-01-31,247920,48,5165,Running contract
7100,10280,2025-02-06,348120,60,5802,Running contract
7147,10478,2025-02-12,267600,48,5575,Running contract
5909,4550,2025-02-18,61320,60,1022,Running contract
7037,10022,2025-02-24,218064,48,4543,Running contract
5782,3953,2025-03-02,63576,12,5298,Running contract
6237,6075,2025-03-08,407952,48,8499,Client `in` debt
6552,7632,2025-03-14,170448,48,3551,Running contract
7067,10134,2025-03-20,136368,24,5682,Running contract
5320,1819,2025-03-26,143676,36,3991,Running contract
5930,4616,2025-04-01,66696,24,2779,Running contract
6486,7240,2025-04-07,152160,60,2536,Running contract
5245,1407,2025-04-13,125472,24,5228,Running contract
6643,8038,2025-04-19,35856,24,1494,Running contract
5260,1480,2025-04-25,123300,36,3425,Running contract
5569,2936,2025-05-01,504000,60,8400,Running contract
7110,10345,2025-05-07,31260,12,2605,Running contract
7139,10445,2025-05-13,23412,12,1951,Running contract
6791,8926,2025-05-19,566640,60,9444,Running contract
5360,2035,2025-05-25,176328,36,4898,Running contract
5287,1638,2025-05-31,64224,24,2676,Running contract
6553,7636,2025-06-06,42384,12,3532,Running contract
7072,10148,2025-06-12,22104,12,1842,Running contract
6044,5133,2025-06-18,57060,12,4755,Running contract
5332,1869,2025-06-24,37944,36,1054,Running contract
6866,9201,2025-06-30,122472,24,5103,Running contract
6633,7997,2025-07-06,160656,24,6694,Running contract
6926,9455,2025-07-12,374760,60,6246,Running contract
6442,7082,2025-07-18,194160,48,4045,Running contract
5889,4456,2025-07-24,321240,60,5354,Running contract
5765,3875,2025-07-30,153936,24,6414,Running contract
5124,785,2025-08-05,156096,36,4336,Running contract
5491,2545,2025-08-11,428784,48,8933,Running contract
6730,8523,2025-08-17,93036,12,7753,Running contract
7151,10493,2025-08-23,133800,24,5575,Running contract
5140,873,2025-08-29,178500,60,2975,Running contract
7171,10650,2025-09-04,196224,48,4088,Running contract
6568,7713,2025-09-10,220440,60,3674,Running contract
6861,9179,2025-09-16,215040,60,3584,Running contract
6855,9153,2025-09-22,52236,36,1451,Running contract
7129,10404,2025-09-28,194280,60,3238,Running contract
5384,2142,2025-10-04,23328,12,1944,Running contract
6859,9167,2025-10-10,272220,60,4537,Running contract
5772,3906,2025-10-16,334620,60,5577,Running contract
5665,3390,2025-10-22,40632,12,3386,Running contract
6495,7274,2025-10-28,49044,12,4087,Running contract
5061,440,2025-11-03,84288,48,1756,Running contract
6948,9560,2025-11-09,157068,36,4363,Running contract
5773,3907,2025-11-15,133848,24,5577,Running contract
6052,5164,2025-11-21,22356,36,621,Running contract
6682,8225,2025-11-27,36204,12,3017,Client `in` debt
6083,5305,2025-12-03,240528,48,5011,Running contract
6962,9646,2025-12-09,279072,48,5814,Running contract
5158,1004,2025-12-15,188532,36,5237,Running contract
6464,7156,2025-12-21,49488,24,2062,Running contract
5172,1083,2025-12-27,50976,36,1416,Running contract
5582,2982,2026-01-02,41256,12,3438,Running contract
6136,5572,2026-01-08,140880,60,2348,Running contract
6235,6062,2026-01-14,321360,60,5356,Running contract
6508,7437,2026-01-20,110736,48,2307,Running contract
4968,38,2026-01-26,110736,48,2307,Running contract
6632,7990,2026-02-01,144960,48,3020,Running contract
7195,10774,2026-02-07,339168,48,7066,Running contract
5525,2720,2026-02-13,93888,36,2608,Running contract
6320,6495,2026-02-19,104964,12,8747,Running contract
6766,8784,2026-02-25,74352,24,3098,Running contract
6872,9227,2026-03-03,191580,60,3193,Running contract
5906,4533,2026-03-09,81144,36,2254,Running contract
7172,10652,2026-03-15,45720,12,3810,Running contract
6571,7733,2026-03-21,140064,24,5836,Running contract
5616,3143,2026-03-27,130896,24,5454,Running contract
6312,6453,2026-04-02,10944,36,304,Running contract
6470,7181,2026-04-08,49872,12,4156,Running contract
5147,938,2026-04-14,22260,60,371,Running contract
5501,2622,2026-04-20,136344,24,5681,Running contract
6436,7049,2026-04-26,495180,60,8253,Running contract
5699,3562,2026-05-02,174960,24,7290,Running contract
5313,1776,2026-05-08,43200,24,1800,Running contract
6234,6061,2026-05-14,5148,12,429,Running contract
6569,7721,2026-05-20,45456,12,3788,Running contract
7202,10812,2026-05-26,140688,48,2931,Running contract
5683,3460,2026-06-01,140688,48,2931,Running contract
5034,303,2026-06-07,112752,36,3132,Running contract
5435,2279,2026-06-13,314688,48,6556,Running contract
5815,4116,2026-06-19,151200,36,4200,Running contract
5589,3005,2026-06-25,390000,48,8125,Running contract
6746,8639,2026-07-01,185640,60,3094,Running contract
6790,8919,2026-07-07,76104,24,3171,Running contract
6857,9159,2026-07-13,69600,48,1450,Running contract
6450,7099,2026-07-19,234336,48,4882,Running contract
7221,10915,2026-07-25,152460,60,2541,Running contract
5527,2728,2026-07-31,156420,60,2607,Running contract
5620,3161,2026-08-06,30012,12,2501,Running contract
6215,5944,2026-08-12,78720,48,1640,Running contract
7167,10644,2026-08-18,269964,36,7499,Running contract
5823,4144,2026-08-24,212976,36,5916,Running contract
6207,5912,2026-08-30,184620,60,3077,Running contract
6932,9491,2026-09-05,225504,48,4698,Running contract
5669,3403,2026-09-11,71820,36,1995,Running contract
5154,993,2026-09-17,108720,60,1812,Running contract
7168,10645,2026-09-23,208332,36,5787,Running contract
5585,2988,2026-09-29,88608,12,7384,Running contract
7200,10799,2026-10-05,31140,60,519,Running contract
6539,7559,2026-10-11,12792,12,1066,Running contract
5774,3916,2026-10-17,96984,36,2694,Running contract
6357,6706,2026-10-23,64860,60,1081,Running contract
5042,330,2026-10-29,331584,48,6908,Running contract
5015,226,2026-11-04,109344,12,9112,Running contract
5354,2000,2026-11-10,290820,60,4847,Running contract
6054,5180,2026-11-16,58764,12,4897,Running contract
7295,11328,2026-11-22,280440,60,4674,Running contract
5365,2055,2026-11-28,271260,60,4521,Running contract
6755,8713,2026-12-04,170700,60,2845,Running contract
5991,4858,2026-12-10,335184,48,6983,Client `in` debt
7035,10005,2026-12-16,210744,36,5854,Running contract
5893,4467,2026-12-22,86184,36,2394,Running contract
7164,10613,2026-12-28,249792,48,5204,Running contract
5304,1718,2027-01-03,172272,24,7178,Running contract
5561,2910,2027-01-09,437460,60,7291,Running contract
5520,2699,2027-01-15,231168,48,4816,Running contract
5241,1389,2027-01-21,125472,24,5228,Running contract
7096,10257,2027-01-27,37812,12,3151,Running contract
6078,5283,2027-02-02,170832,48,3559,Running contract
5046,349,2027-02-08,42816,12,3568,Running contract
5334,1876,2027-02-14,209040,24,8710,Running contract
6969,9673,2027-02-20,88200,36,2450,Running contract
6821,9037,2027-02-26,321936,48,6707,Running contract
5760,3862,2027-03-03,74916,36,2081,Running contract
5614,3137,2027-03-09,253560,60,4226,Running contract
7091,10243,2027-03-15,113436,36,3151,Running contract
5698,3556,2027-03-21,174840,60,2914,Running contract
5169,1068,2027-03-27,253200,60,4220,Running contract
7294,11327,2027-04-02,39168,24,1632,Running contract
5318,1808,2027-04-08,385584,48,8033,Running contract
5368,2073,2027-04-14,44640,24,1860,Running contract
6923,9433,2027-04-20,44640,24,1860,Running contract
5463,2413,2027-04-26,17952,12,1496,Running contract
5265,1498,2027-05-02,165780,60,2763,Running contract
6321,6505,2027-05-08,38496,12,3208,Running contract
5226,1318,2027-05-14,185544,36,5154,Running contract
6868,9208,2027-05-20,82128,24,3422,Running contract
4967,37,2027-05-26,318480,60,5308,Client `in` debt
5293,1656,2027-06-01,189792,48,3954,Running contract
5865,4354,2027-06-07,327660,60,5461,Running contract
5841,4268,2027-06-13,41988,12,3499,Running contract
5526,2725,2027-06-19,69624,36,1934,Running contract
6852,9140,2027-06-25,16032,48,334,Running contract
6469,7180,2027-07-01,99744,24,4156,Running contract
6168,5698,2027-07-07,99216,36,2756,Running contract
7292,11317,2027-07-13,317460,60,5291,Running contract
5036,309,2027-07-19,91248,48,1901,Running contract
5644,3293,2027-07-25,276084,36,7669,Running contract
6856,9156,2027-07-31,163332,36,4537,Running contract
5428,2262,2027-08-06,230220,36,6395,Running contract
5027,276,2027-08-12,160920,36,4470,Running contract
4989,105,2027-08-18,352704,48,7348,Running contract
5221,1284,2027-08-24,52512,12,4376,Running contract
6402,6922,2027-08-30,139488,24,5812,Running contract
5346,1928,2027-09-05,55632,24,2318,Running contract
6748,8645,2027-09-11,240900,60,4015,Running contract
